"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"LKHZIYX8","journalArticle","2021","Giovanni, Irene; Durán, Alicia del Socorro; Aponte, Diego Mauricio; Laverde, Diana Janneth","Factores que facilitan y dificultan los procesos de reintegración de excombatientes y sus familias","Universitas Psychologica","","2011-2777, 1657-9267","10.11144/Javeriana.upsy19.ffdp","https://revistas.javeriana.edu.co/index.php/revPsycho/article/view/30289","El presente artículo se propone como objetivo describir factores que facilitan y dificultan los procesos de reintegración de excombatientes desmovilizados  de Grupos Armados Organizados (GAO) en Colombia, al igual que los de sus familias, vinculados a la Agencia Colombiana para la Reincorporación y Normalización (ARN), con el fin de generar información que permita ampliar la comprensión de sus características y necesidades, dadas las complejidades del conflicto armado del que provienen. Esta es una investigación cualitativa que utilizó el método de teoría fundamentada. Dentro de los resultados más significativos se encontraron la necesidad de acompañar procesos de crianza para evitar la repetición de patrones intergeneracionales violentos, así como la importancia de fortalecer procesos comunicacionales dentro del sistema familiar. Así mismo, se hizo evidente lo fundamental de abordar la sensación de estigmatización y desarraigo de los excombatientes y  sus familias durante todo el proceso de reintegración. Finalmente, la investigación resaltó la necesidad del trabajo con las comunidades receptoras, pues estas son un elemento esencial para el proceso de ajuste de los excombatientes y sus familias y la necesidad de construir el sentido de la reintegración con sus participantes.","2021-08-17","2022-05-26 13:05:32","2022-05-26 13:05:32","2022-05-26 13:05:32","1-17","","","19","","Univ Psychol","","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\NFPEUAFC\Giovanni et al. - 2021 - Factores que facilitan y dificultan los procesos d.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F4BZWNHK","journalArticle","2021","González Romero, Nadya; Gutiérrez-Romero, Mario Fernando; Molina Ríos, Juliana Angélica; Mesa-Hoyos, Tatiana; Carbonell-Blanco, Olga Alicia","Diseño y validación del instrumento para la evaluación de la calidad narrativa de relatos orales ficticios creados con el attachment script assessment","Íkala","","2145-566X, 0123-3432","10.17533/udea.ikala.v26n2a07","https://revistas.udea.edu.co/index.php/ikala/article/view/343961","El presente artículo reporta el proceso de diseño y validación del instrumento de evaluación de la calidad narrativa (ecan), cuyo objetivo es permitir la valoración de relatos ficticios producidos de manera oral y espontánea. La fase de diseño implicó la identificación de los criterios de evaluación, su operacionalización y ponderación. Una prueba piloto y un proceso de evaluación de intercodificadores permitieron su ajuste. Posteriormente, se llevó a cabo un proceso de validación empírica, en un corpus de 184 relatos producidos por 66 madres colombianas a través del Attachment Script Assessment. El análisis estadístico —como los coeficientes de alpha de Cronbach e interclase, chi cuadrado, las pruebas de Kaiser-Meyer-Olkin y de esfericidad de Bartlett, y un análisis de conglomerado bietápico— mostró que el instrumento alcanza una alta consistencia interna, una confiabilidad intercodificadores muy significativa y una validez de contenido significativa. También mostró que, con el entrenamiento adecuado, el ecan permite una evaluación de los relatos sin sesgos y errores, lo que implica que su uso es confiable y necesario para indagar sobre la calidad del discurso narrativo en contextos diversos.","2021-05-05","2022-05-26 13:05:15","2022-06-04 15:59:02","2022-05-26 13:05:15","395-412","","2","26","","Íkala","","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\TWBLWKAN\González Romero et al. - 2021 - Diseño y validación del instrumento para la evalua.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2M3QPPZX","journalArticle","2020","Otálora, Yenny; Taborda-Osorio, Hernando","Developmental differences in children’s and adults’ use of geometric information in map-reading tasks","PLOS ONE","","1932-6203","10.1371/journal.pone.0243845","https://dx.plos.org/10.1371/journal.pone.0243845","Using maps effectively requires the ability to scale distances while preserving angle and orientation, the three properties of Euclidean geometry. The aim of the current study was twofold: first, to examine how the ability to represent and use these Euclidean properties changes with development when scaling maps in object-to-object relationships and, second, to explore the effects on the scaling performance of two variables of the array of objects, type of angular configuration and relative vector length. To this end, we tested seventy-five 4-, 6-, and 8-year-old children, as well as twenty-five adults, in a simple completion task with different linear and triangular configurations of objects. This study revealed important developmental changes between 4 and 6 years of age and between 8 years of age and adulthood for both distance and angle representation, while it also showed that the configuration variables affected younger and older children’s performances in different ways when scaling distances and preserving angles and orientation. This study was instrumental in showing that, from an early age, children are able to exploit an intrinsic system of reference to scale geometrical configurations of objects.","2020-12-29","2022-05-26 13:03:33","2022-05-26 13:03:33","2022-05-26 13:03:33","e0243845","","12","15","","PLoS ONE","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\X3ZAG5ZS\Otálora y Taborda-Osorio - 2020 - Developmental differences in children’s and adults.pdf","","","","Sokolov, Alexander N.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R2LABPCK","journalArticle","2020","Rubio León, Diana Carolina","Dimensiones para abordar la salud mental en el contexto de la migración. Revisión de literatura científica entre 2016 y 2019","Gerencia y Políticas de Salud","","2500-6177, 1657-7027","10.11144/Javeriana.rgps19.dasm","https://revistas.javeriana.edu.co/index.php/gerepolsal/article/view/31369","Introducción: Este artículo propone una revisión crítica de la categoría salud mental en relación con los retos que implican los procesos migratorios. Objetivo: revisar la literatura científica reciente sobre la articulación de las categorías de salud mental y migración. Método: fueron revisados 36 artículos científicos publicados entre 2016 y 2019. Las publicaciones fueron seleccionadas mediante un proceso sistemático de búsqueda de literatura científica en las bases de datos Pubmed, Ebsco, Science Direct y Scielo. Se realizó un análisis cualitativo para caracterizar e identificar tendencias y particularidades en la investigación. Resultados: la salud mental es abordada a partir de problemas, síntomas y enfermedades mentales. Los artículos son eminentemente cuantitativos y propios del área de la salud. Estos fueron realizados en países de altos ingresos que son receptores de personas migrantes en situación de vulnerabilidad. Se observan efectos diferenciales entre las situaciones previas a la migración y las posteriores, así como entre hombres y mujeres migrantes. Otros artículos hacen énfasis en las afectaciones particulares en la niñez y la adolescencia, o en el rol de los determinantes sociales en la migración. Discusión y conclusiones: el fenómeno migratorio amerita una revisión crítica de la categoría de salud mental centrada exclusivamente en los problemas y trastornos mentales. Es importante promover también una comprensión positiva de la salud mental en las intervenciones con la población migrante.","2020-10-02","2022-05-26 13:02:57","2022-05-26 13:02:57","2022-05-26 13:02:57","1-18","","","19","","RGYPS","","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\B9HE82FD\Rubio León - 2020 - Dimensiones para abordar la salud mental en el con.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FBAJC424","book","2020","Cabra-Torres, Fabiola; Marciales Vivas, Gloria Patricia; Castañeda-Peña, Harold; Barbosa-Chacón, Jorge Winston; Melo González, Leonardo; Hernández Salamanca, Oscar Gilberto","Information Literacy in Higher Education: A Sociocultural Perspective","","978-3-030-50013-9 978-3-030-50014-6","","","http://link.springer.com/10.1007/978-3-030-50014-6","","2020","2022-05-26 13:01:41","2022-05-26 13:01:41","2022-05-26 13:01:41","","","","","","","Information Literacy in Higher Education","SpringerBriefs in Education","","","","Springer International Publishing","Cham","en","","","","","DOI.org (Crossref)","","DOI: 10.1007/978-3-030-50014-6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3GHCQG48","journalArticle","2020","Hurtado-Parrado, Camilo; Arias-Higuera, Mónica; Sierra, Myriam; López-López, Wilson; Velásquez, Laura; Sánchez, Christian; García, Laura; Moncaleano, Catalina; Parra-Murillo, María; Gantiva, Carlos","Emotional response to pictures of the armed conflict in Colombia.","Peace and Conflict: Journal of Peace Psychology","","1532-7949, 1078-1919","10.1037/pac0000451","http://doi.apa.org/getdoi.cfm?doi=10.1037/pac0000451","","2020-05","2022-05-26 13:00:34","2022-05-26 13:00:34","2022-05-26 13:00:34","202-212","","2","26","","Peace and Conflict: Journal of Peace Psychology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QZUHG5UH","journalArticle","2020","Henríquez Henríquez, Diego Tomás; Urzúa Morales, Alfonso; López López, Wilson","Fusión de identidad: una revisión sistemática","Acta Colombiana de Psicología","","1909-9711, 0123-9155","10.14718/ACP.2020.23.2.15","https://actacolombianapsicologia.ucatolica.edu.co/article/view/3001","El objetivo de la presente investigación fue realizar una revisión sistemática de los estudios empíricos que han reportado el uso de la teoría de fusión de identidad. Para esto, la revisión siguió los lineamientos y recomendaciones de la declaración PRISMA. Las bases de datos consultadas fueron Web of Science, Scopus, ProQuest, ScienceDirect, Willey Online Library, EBSCO y JSTORE. En total, se revisaron 52 estudios empíricos, en español y en inglés, publicados entre los años 2009 y 2018, que cumplían con los criterios de selección. La mayoría de los estudios dan evidencia de que la fusión de identidad es un fuerte predictor de conductas extremas de sacrificio por el grupo, y también, se ha asociado generalmente a variables como la identificación con el grupo, el compromiso grupal, el apoyo social percibido, la lealtad incluso en condiciones de ostracismo, los sentimientos, afectos y emociones hacia el grupo, y la percepción de parentesco, entre otras. Al final se discuten sus implicaciones y limitaciones.","2020-07-30","2022-05-26 13:00:06","2022-05-26 13:00:06","2022-05-26 13:00:06","383-437","","2","23","","Acta. Colomb. Psicol.","Fusión de identidad","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\D4JRASK3\Henríquez Henríquez et al. - 2020 - Fusión de identidad una revisión sistemática.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WGV7SBSZ","journalArticle","2020","Barboza-Palomino, Miguel; Salas, Gonzalo; Vega-Arce, Maribel; Caycho-Rodríguez, Tomás; Ventura-León, José; Flores Kanter, Pablo E.; Salas-Blas, Edwin; Landa-Barzola, Manuel; López-López, Wilson","Thirty Years of Psicothema: A Bibliometric Analysis (1989-2018)","Psicothema","","","10.7334/psicothema2020.145","https://doi.org/10.7334/psicothema2020.145","","2020-11","2022-05-26 12:59:09","2022-05-26 12:59:09","2022-05-26 12:59:09","459-468","","32.4","","","","Thirty Years of Psicothema","","","","","","","eng","","","","","DOI.org (CSL JSON)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NH722M5K","journalArticle","2020","O´Brien, Nicolás; Barboza-Palomino, Miguel; Ventura-León, José; Caycho-Rodríguez, Tomás; Sandoval-Díaz, José S.; López-López, Wilson; Salas, Gonzalo","Nuevo coronavirus (COVID-19). Un análisis bibliométrico","Revista Chilena de Anestesia","","07196792, 07164076","10.25237/revchilanestv49n03.020","https://revistachilenadeanestesia.cl/revchilanestv49n03-020/","","2020","2022-05-26 12:58:04","2022-05-26 12:58:04","2022-05-26 12:58:04","408-415","","3","49","","Rev. chil. anest.","","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\DAHG4FFG\O´Brien et al. - 2020 - Nuevo coronavirus (COVID-19). Un análisis bibliomé.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QIXZZHSL","bookSection","2020","Velez, Gabriel; Twose, Gabriel; López, Wilson López","Human Rights and Reconciliation: Theoretical and Empirical Connections","The Cambridge Handbook of Psychology and Human Rights","978-1-108-34860-7 978-1-108-42563-6 978-1-108-44281-7","","","https://www.cambridge.org/core/product/identifier/9781108348607%23CN-bp-36/type/book_part","","2020-10-31","2022-05-26 12:57:41","2022-05-26 12:57:41","2022-05-26 12:57:41","537-552","","","","","","Human Rights and Reconciliation","","","","","Cambridge University Press","","","","","","","DOI.org (Crossref)","","DOI: 10.1017/9781108348607.037","","","","","","Rubin, Neal S.; Flores, Roseanne L.","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BUQXUK9P","journalArticle","2020","Salas, Gonzalo; Santander, Priscilla; Precht, Andrea; Scholten, Hernán; Moretti, Renato; López-López, Wilson","COVID-19: impacto psicosocial en la escuela en Chile. Desigualdades y desafíos para Latinoamérica","Avances en Psicología Latinoamericana","","","","","","2020","2022-05-26 12:54:53","2022-05-26 12:56:36","","1-17","","2","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4XC3HMBG","journalArticle","2020","Rincón-Unigarro, Camilo; Correa-Chica, Andrea; López-López, Wilson; Morales-Sierra, María del Pilar; Rivera-Escobar, Sara","Encuadres Mediáticos del Perdón y la Reconciliación en el Contexto del Conflicto Armado Colombiano","Revista Colombiana de Psicología","","","","","","2020","2022-05-26 12:52:32","2022-05-26 12:54:01","","105-123","","1","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YQINXRH8","journalArticle","2020","Mullet, Etienne; Mukashema, Immaculée; López, Wilson López","Mapping the Reconciliation Sentiment","Peace Review","","1040-2659, 1469-9982","10.1080/10402659.2020.1823561","https://www.tandfonline.com/doi/full/10.1080/10402659.2020.1823561","","2020-01-02","2022-05-26 12:50:48","2022-05-26 12:50:48","2022-05-26 12:50:48","13-21","","1","32","","Peace Review","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8FXZ63H2","journalArticle","2020","López-López, Wilson; Salas, Gonzalo; Vega-Arce, Maribel; Cornejo-Araya, Claudia A.; Barboza-Palomino, Miguel; Ho, Yun-Shan","Publications on COVID-19 in High Impact Factor Journals: A Bibliometric Analysis","Universitas Psychologica","","2011-2777, 1657-9267","10.11144/Javeriana.upsy19.pchi","https://revistas.javeriana.edu.co/index.php/revPsycho/article/view/30274","The COVID-19 pandemic caused by the SARS-CoV-2 virus has sickened more than six million people worldwide. This context has led to an abundance of publications quickly since the beginning of the outbreak. In a few months, thousands of scientific papers have appeared. This article aims to provide a bibliometric analysis of the publications on COVID-19 in five high-impact journals indexed to the Web of Science Core Collection's Science Citation Index Expanded (SCI-EXPANDED) including The Lancet, New England Journal of Medicine, Science, Nature, and JAMA-Journal of the American Medical Association. We found 169 documents associated with the search criteria. The findings indicate that China, the United States, and the United Kingdom are the most represented countries in these publications, The Lancet is the journal with the highest number of contributions with 66% of documents, and the University of Hong Kong leads the ranking of institutions. Future bibliometric and scientometric studies on COVID-19 should provide updated information to analyse other relevant indicators in this field.","2020-07-16","2022-05-26 12:50:01","2022-05-26 12:50:01","2022-05-26 12:50:00","1-12","","","19","","Univ Psychol","Publications on COVID-19 in High Impact Factor Journals","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\UMZERABY\López-López et al. - 2020 - Publications on COVID-19 in High Impact Factor Jou.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UAA2XXBF","journalArticle","2020","Zumeta, Larraitz N.; Castro-Abril, Pablo; Méndez, Lander; Pizarro, José J.; Włodarczyk, Anna; Basabe, Nekane; Navarro-Carrillo, Ginés; Padoan-De Luca, Sonia; da Costa, Silvia; Alonso-Arbiol, Itziar; Torres-Gómez, Bárbara; Cakal, Huseyin; Delfino, Gisela; Techio, Elza M.; Alzugaray, Carolina; Bilbao, Marian; Villagrán, Loreto; López-López, Wilson; Ruiz-Pérez, José Ignacio; Cedeño, Cynthia C.; Reyes-Valenzuela, Carlos; Alfaro-Beracoechea, Laura; Contreras-Ibáñez, Carlos; Ibarra, Manuel Leonardo; Reyes-Sosa, Hiram; Cueto, Rosa María; Carvalho, Catarina L.; Pinto, Isabel R.","Collective Effervescence, Self-Transcendence, and Gender Differences in Social Well-Being During 8 March Demonstrations","Frontiers in Psychology","","1664-1078","10.3389/fpsyg.2020.607538","https://www.frontiersin.org/articles/10.3389/fpsyg.2020.607538/full","8 March (8M), now known as International Women’s Day, is a day for feminist claims where demonstrations are organized in over 150 countries, with the participation of millions of women all around the world. These demonstrations can be viewed as collective rituals and thus focus attention on the processes that facilitate different psychosocial effects. This work aims to explore the mechanisms (i.e., behavioral and attentional synchrony, perceived emotional synchrony, and positive and transcendent emotions) involved in participation in the demonstrations of 8 March 2020, collective and ritualized feminist actions, and their correlates associated with personal well-being (i.e., affective well-being and beliefs of personal growth) and collective well-being (i.e., social integration variables: situated identity, solidarity and fusion), collective efficacy and collective growth, and behavioral intention to support the fight for women’s rights. To this end, a cross-cultural study was conducted with the participation of 2,854 people (age 18–79;               M               = 30.55;               SD               = 11.66) from countries in Latin America (Mexico, Chile, Argentina, Brazil, Peru, Colombia, and Ecuador) and Europe (Spain and Portugal), with a retrospective correlational cross-sectional design and a convenience sample. Participants were divided between demonstration participants (               n               = 1,271; 94.0% female) and non-demonstrators or followers who monitored participants through the media and social networks (               n               = 1,583; 75.87% female). Compared with non-demonstrators and with males, female and non-binary gender respondents had greater scores in mechanisms and criterion variables. Further random-effects model meta-analyses revealed that the perceived emotional synchrony was consistently associated with more proximal mechanisms, as well as with criterion variables. Finally, sequential moderation analyses showed that proposed mechanisms successfully mediated the effects of participation on every criterion variable. These results indicate that participation in 8M marches and demonstrations can be analyzed through the literature on collective rituals. As such, collective participation implies positive outcomes both individually and collectively, which are further reinforced through key psychological mechanisms, in line with a Durkheimian approach to collective rituals.","2020-12-11","2022-05-26 12:49:38","2022-05-26 12:49:38","2022-05-26 12:49:38","607538","","","11","","Front. Psychol.","","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\PITSCGRX\Zumeta et al. - 2020 - Collective Effervescence, Self-Transcendence, and .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SKFAY8JY","journalArticle","2020","Gallegos, Miguel; Pérez-Acosta, Andrés M.; Klappenbach, Hugo; López-López, Wilson; Bregman, Claudia","Los estudios bibliométricos en el campo de la psicología iberoamericana: Una revisión metabibliométrica","Interdisciplinaria Revista de Psicología y Ciencias Afines","","16687027, 03258203","10.16888/interd.2020.37.2.6","http://www.ciipme-conicet.gov.ar/ojs/index.php?journal=interdisciplinaria&page=article&op=view&path[]=462","La bibliometría consiste en el tratamiento matemático y estadístico de la información científica y, por ello, se la concibe como la cuantificación de la información bibliográfica susceptible de ser analizada. Más allá de que algunos autores la conciban como una metodología y otros como una técnica, la bibliometría facilita la organización, selección y categorización de la información para un tratamiento cuantitativo y cualitativo. Desde hace más de tres décadas, los estudios bibliométricos han comenzado a proliferar con diferentes usos, orientaciones y aplicaciones en el campo de la psicología iberoamericana. En este trabajo se analizan los estudios bibliométricos en el campo de la psicología iberoamericana recuperados de tres bases de datos: Dialnet (España), Redalyc (México) y SciELO (Brasil). A partir de una muestra de 81 trabajos seleccionados, se realizó una categorización según las diferentes líneas de investigación, los autores más frecuentes, los países de los autores, el rango de años de las publicaciones, el idioma de las publicaciones, el género en la redacción de los trabajos, las revistas que más estudios bibliométricos publicaron y las más analizadas desde la perspectiva bibliométrica. También se analizó el contexto histórico de aparición de los estudios bibliométricos en el campo de la psicología de Iberoamérica. Se concluye que los estudios bibliométricos son un importante recurso metodológico para la evaluación de la disciplina y profesión psicológica, siempre que logren ir más allá de la mera descripción de datos cuantitativos y puedan complementarse con análisis cualitativos, lo que brindaría mayor potencialidad interpretativa y explicativa.","2020-12-30","2022-05-26 12:49:22","2022-05-26 12:49:22","2022-05-26 12:49:22","95-115","","2","37","","Interd","Los estudios bibliométricos en el campo de la psicología iberoamericana","","","","","","","es","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U2CF9TXJ","bookSection","2021","Pulido-Martínez, Hernán Camilo; Jaraba-Barrios, Bruno; Botero Bermúdez, Ana María; Báez Alayón, Mauricio René; Medina Zárate, Julián","Entre etnografia e historia oral: examinando la construccion de un archivo acerca del pasado de la psicologización","Procesos de subjetivación: Diez análisis de prácticas psicológicas iberoamericanas","","","","","","2021","2022-05-26 12:43:59","2022-05-26 12:48:11","","199-226","","","","","","","","","","","UNED","Madrid","","","","","","","","","","","","","","Loredo Narciandi, José Carlos; Arruda Leal Ferreira, Arthur; Chávez Bidart, Jorge","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G2IPIZDD","journalArticle","2020","Gutiérrez, Mario Fernando; Martínez Fernández, Liliana","Representaciones sociales de docentes sobre la inclusión del estudiantado con discapacidad","Revista Electrónica de Investigación Educativa","","1607-4041","10.24320/redie.2020.22.e13.2260","https://redie.uabc.mx/redie/article/view/2260","Se propone identificar cuáles son las representaciones sociales que tienen los docentes de instituciones educativas públicas de Bogotá y Cali sobre la inclusión de niños con discapacidad en sus aulas de clase. Es una investigación que contempló el uso de análisis inductivos propios de la teoría fundamentada; en este sentido, se identificaron los contenidos y la estructura interna de las representaciones sociales (análisis descriptivo y relacional). Participaron en este estudio 25 docentes de dos escuelas públicas de Bogotá y Cali (Colombia). Los resultados evidencian que los docentes consideran que, en la inclusión escolar, ellos juegan un rol articulador entre las políticas públicas y la implementación pedagógica en el aula, aunque no siempre sin la preparación adecuada. Para los docentes el aspecto emocional de la experiencia inclusiva ha sido demandante, siendo este valorado mayoritariamente como negativo.","2020-04-28","2022-05-26 12:41:45","2022-05-26 12:41:45","2022-05-26 12:41:45","1","","1","22","","REDIE","","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\DSGZKZGX\Gutiérrez y Martínez Fernández - 2020 - Representaciones sociales de docentes sobre la inc.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XNQBHHX6","journalArticle","2020","Hernández Salgar, Óscar; Gómez Rojas, Juan Daniel; Mesa Martínez, Luis Gabriel; Valencia Rueda, Luis Fernando; Gómez Nieto, Diego Alberto; Mendoza Castro, María Camila; Molina Bohórquez, Laura Rocío; Guevara Prieto, Julio César","Música, rituales y mundos de sentido. El rol del refuerzo multimodal en la producción de emociones en tres confesiones religiosas en Bogotá","Revista musical chilena","","0716-2790","10.4067/S0716-27902020000100120","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-27902020000100120&lng=en&nrm=iso&tlng=en","","2020-06","2022-05-26 12:41:15","2022-05-26 12:41:15","2022-05-26 12:41:15","120-150","","233","74","","Rev. music. chil.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\YA8W9VP7\Hernández Salgar et al. - 2020 - Música, rituales y mundos de sentido. El rol del r.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T6XSSBBH","journalArticle","2020","Gutiérrez, Mario-Fernando; Escobar-Altare, Andrea","Integración de la narración y la argumentación en la renarración de textos narrativos","Ocnos: Revista de estudios sobre lectura","","2254-9099, 1885-446X","10.18239/ocnos_2020.19.1.2131","https://revista.uclm.es/index.php/ocnos/article/view/ocnos_2020.19.1.2131","En este artículo se tiene como objetivos analizar la presencia de elementos estructurales narrativos de la historia de un texto literario infantil en los relatos de niños y niñas sobre dicha obra y analizar los esquemas argumentativos que implementan cuando justifican tanto las acciones de los personajes como sus propias posiciones en torno a lo sucedido en la historia. Participaron en esta investigación 45 estudiantes, 25 niñas y 20 niños con edades entre los 6 años y los 10 años de edad (M= 8.10; DE= 0.9); inscritos desde primer hasta quinto grado de educación básica primaria de un colegio de la ciudad de Bogotá (Colombia). El corpus utilizado en esta investigación estuvo conformado por 1152 enunciados en 655 turnos de palabra. Los análisis cuantitativos a través de Chi-cuadrado dan cuenta de diferencias significativas para la media de elementos estructurales narrativos, categorías narrativas y esquemas argumentales por grado. Se discuten los resultados resaltando que el uso de la narración y la argumentación convergen paulatinamente y que estos tipos de discurso en conjunto favorecen la renarración de textos narrativos.","2020-03-31","2022-05-26 12:40:49","2022-05-26 12:40:49","2022-05-26 12:40:49","22-31","","1","19","","Ocnos","","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\ETK4XCQ4\Gutiérrez y Escobar-Altare - 2020 - Integración de la narración y la argumentación en .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MA8DYTAR","journalArticle","2020","Laverde Gallego, Diana Janeth; Zapata García, José Gabriel; Duran, Alicia; Aponte Canencio, Diego Mauricio; Giovanni Aguilar, Irene; Granados-García, Alejandro; Manrique López, Juan Guillermo","Estructuras, dinámicas y configuraciones familiares en el proceso de reintegración en Colombia","Revista Latinoamericana Estudios de la Paz y el Conflicto","","2707-8922, 2707-8914","10.5377/rlpc.v2i3.10402","https://camjol.info/index.php/ReLaPaC/article/view/10402","Este documento presenta el análisis de las experiencias de algunas familias vinculadas al proceso de reintegración de excombatientes en Colombia, con el fin de profundizar en la influencia que el conflicto armado y los procesos de reintegración ha tenido en sus estructuras, configuraciones y dinámicas. En 2017 se desarrollaron 11 entrevistas y 10 grupos focales con antiguos combatientes en proceso de reintegración, así como a familiares y profesionales de la Agencia de Reincorporación y Normalización de Colombia (ARN), en las ciudades de Ibagué, Bogotá, Soacha y Villavicencio. La información se analizó utilizando metodología de análisis de contenido inductivo y deductivo con una aproximación direccionada. Los resultados ofrecen una profundización en lo referente a las estructuras familiares, sus dinámicas y configuraciones en el marco del conflicto armado y el proceso de reintegración. La familia son un sistema que puede generar factores de riesgo y protección en la reintegración, en ella se identificaron reproducciones transgeneracionales de las pautas de relación del conflicto, de estigma y vulneración, pero en ella coexisten el perdón, el retorno, el cuidado y la posibilidad de un país en paz. Es importante incorporar a las familias como elemento fundamental de las políticas públicas y los programas desarrollados en el marco del desarme, la desmovilización y la reincorporación de antiguos combatientes.","2020-11-17","2022-05-26 12:39:35","2022-05-26 12:39:35","2022-05-26 12:39:35","98-113","","3","2","","ReLaPaC","","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\LLW8YLQB\Laverde Gallego et al. - 2020 - Estructuras, dinámicas y configuraciones familiare.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
